Name1,Manufacturer,Model,Model_Year,Transmission,KM_Done,Price,Time
Nissan Pathfinder  3.5L S 2WD 2010,Nissan ,Pathfinder ,2010,Automatic,"208,750",26000," Mar 24, 2021"
Ford Explorer  XLT 2008,Ford ,Explorer ,2008,Automatic,"153,000",24000," Mar 24, 2021"
Ford Explorer  XLT 2008,Ford ,Explorer ,2008,Automatic,"153,000",23996," Mar 24, 2021"
Ford Expedition EL  3.5L XLT 2010,Ford ,Expedition ,2010,Automatic,"293,000",30000," Mar 23, 2021"
Audi Q7 2015,Audi ,,2015,Automatic,"62,000",90000," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Toyota Fortuner 2.7L EXR 2015,Toyota ,Fortuner ,2015,Automatic,"153,500",59999," Mar 23, 2021"
Toyota Fortuner 2015,Toyota ,Fortuner ,2015,Automatic,"985,000",75000," Mar 23, 2021"
Toyota Yaris 2014,Toyota ,Yaris ,2014,NA,"180,000",19000," Mar 23, 2021"
Hyundai Santa Fe 2016,Hyundai ,Santa ,2016,NA,"159,000",58000," Mar 23, 2021"
Honda Civic 2017,Honda ,Civic ,2017,NA,"184,000",48000," Mar 23, 2021"
Hyundai Accent 2017,Hyundai ,Accent ,2017,NA,"74,000",27000," Mar 23, 2021"
Toyota Yaris 2011,Toyota ,Yaris ,2011,NA,"389,000",17000," Mar 23, 2021"
Kia Cerato 2011,Kia ,Cerato ,2011,NA,"148,000",17500," Mar 23, 2021"
Hyundai Accent 2011,Hyundai ,Accent ,2011,NA,"155,000",17000," Mar 23, 2021"
Hyundai Elantra 2015,Hyundai ,Elantra ,2015,NA,"170,000",23500," Mar 23, 2021"
Peugeot 3008 2015,Peugeot ,,2015,NA,"133,000",32000," Mar 23, 2021"
Toyota Yaris 2017,Toyota ,Yaris ,2017,NA,"76,000",29500," Mar 23, 2021"
Kia Rio 2013,Kia ,Rio ,2013,NA,"157,000",18000," Mar 23, 2021"
BMW 5 Series  530i 2013,BMW ,,2013,Automatic,"107,000",60000," Mar 23, 2021"
Kia Optima 2012,Kia ,Optima ,2012,NA,"300,000",21000," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Freestar 2006,Ford ,Freestar ,2006,NA,"224,000",15000," Mar 23, 2021"
Hyundai Elantra 2015,Hyundai ,Elantra ,2015,NA,"165,000",23000," Mar 23, 2021"
Nissan Sunny Classic 2012,Nissan ,Sunny ,2012,NA,"192,000",16500," Mar 23, 2021"
Toyota Fortuner 2015,Toyota ,Fortuner ,2015,Automatic,"152,500",60000," Mar 23, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"112,000",52500," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"51,553",20999," Mar 23, 2021"
Ford Focus 2012,Ford ,Focus ,2012,Automatic,"125,041",16999," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"61,105",20999," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"33,643",20999," Mar 23, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"80,040",58999," Mar 23, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"5,318",95000," Mar 23, 2021"
Ford Taurus 2013,Ford ,Taurus ,2013,Automatic,"167,219",39000," Mar 23, 2021"
Ford Taurus 2014,Ford ,Taurus ,2014,Automatic,"99,421",48000," Mar 23, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"55,012",70000," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"23,172",20999," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Fusion 2017,Ford ,Fusion ,2017,Automatic,"36,900",64999," Mar 23, 2021"
Ford Escape 2015,Ford ,Escape ,2015,Automatic,"66,323",44999," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"31,038",20999," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"20,190",20999," Mar 23, 2021"
Ford Taurus 2013,Ford ,Taurus ,2013,Automatic,"191,302",33999," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"26,993",20999," Mar 23, 2021"
Ford Figo 2016,Ford ,Figo ,2016,Automatic,"20,221",20999," Mar 23, 2021"
Ford Explorer 2012,Ford ,Explorer ,2012,Automatic,"136,586",44999," Mar 23, 2021"
Ford Explorer 2014,Ford ,Explorer ,2014,Automatic,"53,035",62999," Mar 23, 2021"
Lincoln MKS 2015,Lincoln ,MKS ,2015,Automatic,"22,456",79999," Mar 23, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,,235999," Mar 23, 2021"
Ford Taurus 2013,Ford ,Taurus ,2013,Automatic,"147,600",39999," Mar 23, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"145,150",55999," Mar 23, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"105,100",53999," Mar 23, 2021"
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"89,000",54999," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"157,000",43999," Mar 23, 2021"
Ford Focus 2014,Ford ,Focus ,2014,Automatic,"93,700",24999," Mar 23, 2021"
Ford EcoSport 2014,Ford ,EcoSport ,2014,Automatic,"186,000",23000," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,124999," Mar 23, 2021"
Ford Ranger 2016,Ford ,Ranger ,2016,Manual,"43,961",54999," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,139999," Mar 23, 2021"
Ford Explorer 2016,Ford ,Explorer ,2016,Automatic,"18,900",129999," Mar 23, 2021"
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"132,368",54999," Mar 23, 2021"
Toyota Corolla 2016,Toyota ,Corolla ,2016,Automatic,"43,814",49999," Mar 23, 2021"
Toyota Corolla 2016,Toyota ,Corolla ,2016,Automatic,"18,652",50000," Mar 23, 2021"
Ford Explorer 2017,Ford ,Explorer ,2017,Automatic,,135999," Mar 23, 2021"
Ford Explorer 2015,Ford ,Explorer ,2015,Automatic,"68,114",63999," Mar 23, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"1,606",110000," Mar 23, 2021"
Ford Fusion 2014,Ford ,Fusion ,2014,Automatic,"95,395",33000," Mar 23, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,,109999," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Edge 2012,Ford ,Edge ,2012,Automatic,"71,188",50400," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"3,960",150150," Mar 23, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"39,706",52500," Mar 23, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"42,249",52500," Mar 23, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"90,109",49999," Mar 23, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"49,210",51999," Mar 23, 2021"
Ford Expedition 2014,Ford ,Expedition ,2014,Automatic,"92,618",59999," Mar 23, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"18,815",51729," Mar 23, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"68,281",90999," Mar 23, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"35,000",94500," Mar 23, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,"10,300",259999," Mar 23, 2021"
Lincoln Continental 2017,Lincoln ,Continental ,2017,Automatic,,284999," Mar 23, 2021"
Ford Fusion 2016,Ford ,Fusion ,2016,Automatic,"17,110",48999," Mar 23, 2021"
Ford Fusion 2016,Ford ,Fusion ,2016,Automatic,"14,505",44999," Mar 23, 2021"
Ford Focus 2013,Ford ,Focus ,2013,Automatic,"48,854",20000," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"27,202",44999," Mar 23, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"6,214",102999," Mar 23, 2021"
Toyota Camry 2015,Toyota ,Camry ,2015,Automatic,"50,287",51450," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,134999," Mar 23, 2021"
Ford Expedition 2016,Ford ,Expedition ,2016,Automatic,"13,333",94999," Mar 23, 2021"
Lincoln Navigator 2012,Lincoln ,Navigator ,2012,Automatic,"102,500",84000," Mar 23, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"26,900",73000," Mar 23, 2021"
Ford Flex 2016,Ford ,Flex ,2016,Automatic,"2,700",93450," Mar 23, 2021"
Ford Ranger 2011,Ford ,Ranger ,2011,Manual,"8,184",24999," Mar 23, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"155,766",54999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,109999," Mar 23, 2021"
Ford Mustang 2017,Ford ,Mustang ,2017,Automatic,"7,796",156000," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"1,218",142999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"1,130",100500," Mar 23, 2021"
Ford Ranger 2011,Ford ,Ranger ,2011,Manual,"90,033",22999," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Expedition 2015,Ford ,Expedition ,2015,Automatic,"92,823",73499," Mar 23, 2021"
Ford Expedition 2013,Ford ,Expedition ,2013,Automatic,"92,409",54999," Mar 23, 2021"
Lincoln MKX 2016,Lincoln ,MKX ,2016,Automatic,"35,667",167999," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"2,129",155999," Mar 23, 2021"
Ford Mustang 2017,Ford ,Mustang ,2017,Automatic,"15,878",189000," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"1,682",134999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"2,774",134999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,134999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,129999," Mar 23, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"22,114",99999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"4,422",134999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,111300," Mar 23, 2021"
Ford Taurus 2017,Ford ,Taurus ,2017,Automatic,"7,000",142800," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"16,834",149999," Mar 23, 2021"
Ford Explorer 2013,Ford ,Explorer ,2013,Automatic,"165,500",52499," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"118,300",52500," Mar 23, 2021"
Ford Focus 2017,Ford ,Focus ,2017,Automatic,"1,739",42000," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,"1,243",165999," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,,124999," Mar 23, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"22,603",45000," Mar 23, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"82,604",52498," Mar 23, 2021"
Ford Edge 2012,Ford ,Edge ,2012,Automatic,"71,188",57750," Mar 23, 2021"
Ford Expedition 2017,Ford ,Expedition ,2017,Automatic,,126000," Mar 23, 2021"
Ford Edge 2017,Ford ,Edge ,2017,Automatic,"4,483",120750," Mar 23, 2021"
Ford Edge 2014,Ford ,Edge ,2014,Automatic,"56,723",59999," Mar 23, 2021"
Ford Expedition 2014,Ford ,Expedition ,2014,Automatic,"83,800",78750," Mar 23, 2021"
Ford Ranger 2016,Ford ,Ranger ,2016,Manual,"35,511",60900," Mar 23, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"2,218",37800," Mar 23, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"116,963",52498," Mar 23, 2021"
Ford Taurus 2015,Ford ,Taurus ,2015,Automatic,"29,900",56000," Mar 23, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Lincoln MKT 2013,Lincoln ,MKT ,2013,Automatic,"72,339",72449," Mar 23, 2021"
Ford Taurus 2016,Ford ,Taurus ,2016,Automatic,"15,276",64999," Mar 23, 2021"
Ford Expedition 2012,Ford ,Expedition ,2012,Automatic,"90,660",52498," Mar 23, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"115,250",45000," Mar 23, 2021"
Lincoln MKT 2015,Lincoln ,MKT ,2015,Automatic,"68,317",99999," Mar 23, 2021"
Ford Edge 2013,Ford ,Edge ,2013,Automatic,"132,239",41999," Mar 23, 2021"
Lincoln MKS 2014,Lincoln ,MKS ,2014,Automatic,"21,667",93450," Mar 23, 2021"
Ford Fusion 2015,Ford ,Fusion ,2015,Automatic,"10,666",52500," Mar 23, 2021"
Ford Focus 2016,Ford ,Focus ,2016,Automatic,"28,000",37800," Mar 23, 2021"
Renault Symbol 2015,Renault ,Symbol ,2015,Manual,"87,000",19000," Mar 23, 2021"
Hyundai Accent  1.6L GLS 2016,Hyundai ,Accent ,2016,Automatic,"205,000",23000," Mar 23, 2021"
GMC Yukon XL  GMC Yukon XL 1500 5.3L RWD 2012,GMC ,Yukon ,2012,Automatic,"63,000",90000," Mar 23, 2021"
Toyota Camry  2.5L SE 2016,Toyota ,Camry ,2016,Automatic,"53,500",55000," Mar 22, 2021"
Mazda 3 Hatchback 1.6L Comfort 2009,Mazda ,,2009,Automatic,"281,530",18500," Mar 22, 2021"
Toyota Corolla  1.6L Smart 2011,Toyota ,Corolla ,2011,CVT,"130,000",17000," Mar 22, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Nissan Sentra  1.6L S 2014,Nissan ,Sentra ,2014,CVT,"131,000",30000," Mar 22, 2021"
Ford Focus 2014,Ford ,Focus ,2014,NA,"168,000",26000," Mar 22, 2021"
Mazda CX-9  4 Door 3.7L 2009,Mazda ,,2009,Automatic,"245,000",23999," Mar 22, 2021"
Mazda CX-9  3.7L GT 2009,Mazda ,,2009,Automatic,"245,000",24000," Mar 22, 2021"
Jeep Grand Cherokee  Overland 5.7L 2015,Jeep ,Grand ,2015,Automatic,"105,000",107000," Mar 21, 2021"
Jeep Grand Cherokee  Overland 5.7L 2015,Jeep ,Grand ,2015,Automatic,"104,000",105000," Mar 21, 2021"
Chevrolet Trailblazer 2013,Chevrolet ,Trailblazer ,2013,Automatic,"175,000",28000," Mar 21, 2021"
Dodge Durango  SXT 3.6L 2016,Dodge ,Durango ,2016,Automatic,"238,000",52000," Mar 21, 2021"
Kia Cerato  1.6L Base 2015,Kia ,Cerato ,2015,Automatic,"190,000",26000," Mar 21, 2021"
Toyota Corolla  1.6L XLI 2020,Toyota ,Corolla ,2020,CVT,"89,000",70000," Mar 21, 2021"
MG RX5  2.0T COM (AWD) 2018,MG ,,2018,Automatic,"26,699",48000," Mar 21, 2021"
Hyundai Sonata 2003,Hyundai ,Sonata ,2003,NA,"280,000",9000," Mar 21, 2021"
Dodge Charger  SE 2013,Dodge ,Charger ,2013,Automatic,"186,000",36000," Mar 21, 2021"
Chevrolet Caprice 2007,Chevrolet ,Caprice ,2007,NA,"260,000",28000," Mar 21, 2021"
Hyundai Elantra 2012,Hyundai ,Elantra ,2012,NA,"500,000",13500," Mar 21, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Mazda 6 2015,Mazda ,,2015,NA,"135,000",44000," Mar 21, 2021"
Kia Picanto 2016,Kia ,Picanto ,2016,NA,"180,000",18500," Mar 21, 2021"
Kia Cerato 2014,Kia ,Cerato ,2014,NA,"134,000",21000," Mar 21, 2021"
Toyota Fortuner 2015,Toyota ,Fortuner ,2015,NA,"320,000",58000," Mar 21, 2021"
Hyundai Accent 2019,Hyundai ,Accent ,2019,NA,"100,000",30000," Mar 21, 2021"
Toyota Corolla 2018,Toyota ,Corolla ,2018,NA,"145,000",46000," Mar 21, 2021"
Kia Optima 2016,Kia ,Optima ,2016,NA,"150,000",31000," Mar 21, 2021"
Toyota Land Cruiser Prado 2011,Toyota ,Land ,2011,NA,"183,000",72000," Mar 21, 2021"
Toyota Fortuner 2013,Toyota ,Fortuner ,2013,NA,"197,000",45000," Mar 21, 2021"
Honda Odyssey 2020,Honda ,Odyssey ,2020,NA,"10,500",110000," Mar 21, 2021"
Hyundai Elantra 2006,Hyundai ,Elantra ,2006,NA,"264,000",10000," Mar 21, 2021"
Toyota Hilux  2.0 Double Cab 4x2 M/T 2010,Toyota ,Hilux ,2010,Manual,"390,000",39000," Mar 21, 2021"
Toyota Camry  2.5L GLX 2009,Toyota ,Camry ,2009,Automatic,"319,000",26000," Mar 21, 2021"
GMC Yukon  5.3L SLE (2WD) 2017,GMC ,Yukon ,2017,Automatic,"119,000",155000," Mar 21, 2021"
Chevrolet Impala  LS 2014,Chevrolet ,Impala ,2014,Automatic,"211,000",50000," Mar 20, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Toyota Yaris 2015,Toyota ,Yaris ,2015,NA,"112,000",22000," Mar 20, 2021"
Chevrolet Epica 2009,Chevrolet ,Epica ,2009,Automatic,"244,000",9000," Mar 20, 2021"
Chevrolet Blazer  3.6L V6 2LT (AWD) 2007,Chevrolet ,Blazer ,2007,Automatic,"605,679",13000," Mar 19, 2021"
Toyota Yaris  1.5L SE 2009,Toyota ,Yaris ,2009,Automatic,"2,090",1250," Mar 19, 2021"
Ford Focus  1.6L  Ambiente (Sedan) 2014,Ford ,Focus ,2014,Automatic,"110,000",25000," Mar 19, 2021"
Toyota Yaris Sedan  1.3 S 2010,Toyota ,Yaris ,2010,Automatic,"160,000",18000," Mar 19, 2021"
Nissan Altima  2.5 S 2008,Nissan ,Altima ,2008,CVT,"201,000",17500," Mar 19, 2021"
Ford Expedition EL  3.5L XL 2010,Ford ,Expedition ,2010,Automatic,"3,930",30000," Mar 19, 2021"
Toyota Camry  2.5L Grande Hybrid (212 HP) 2019,Toyota ,Camry ,2019,CVT,"56,000",79000," Mar 19, 2021"
Honda Civic  1.6L LX Sport 2019,Honda ,Civic ,2019,CVT,"150,000",37000," Mar 19, 2021"
Toyota Fortuner  2.7L EXR 2012,Toyota ,Fortuner ,2012,Automatic,"109,887",56000," Mar 19, 2021"
Ford Taurus  3.5L V6 SE 2014,Ford ,Taurus ,2014,Automatic,"300,000",40000," Mar 18, 2021"
Toyota Sequoia  5.7L VXR 2016,Toyota ,Sequoia ,2016,Automatic,"207,000",125000," Mar 18, 2021"
Toyota Corolla  1.6L XLI 2020,Toyota ,Corolla ,2020,CVT,"31,000",65000," Mar 18, 2021"
Mazda CX-9  4 Door 3.7L 2008,Mazda ,,2008,Automatic,"280,000",20000," Mar 18, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
GMC Envoy 2005,GMC ,Envoy ,2005,Automatic,"200,000",19000," Mar 18, 2021"
Geely Emgrand 7 2017,Geely ,Emgrand ,2017,Automatic,"32,000",49000," Mar 18, 2021"
Nissan Altima  2.5 S 2020,Nissan ,Altima ,2020,CVT,"16,000",75000," Mar 18, 2021"
Changan CS75 2018,Changan ,,2018,Automatic,,70880," Mar 18, 2021"
Hyundai Accent 1.4L GL 2017,Hyundai ,Accent ,2017,Automatic,"78,000",30000," Mar 18, 2021"
Toyota Land Cruiser  4.6L GXR 2010,Toyota ,Land ,2010,Automatic,"316,637",95000," Mar 18, 2021"
Toyota Camry 2.5L S 2017,Toyota ,Camry ,2017,Automatic,"145,000",57000," Mar 18, 2021"
Nissan Sunny  1.5L Base 2009,Nissan ,Sunny ,2009,Automatic,"270,000",13000," Mar 17, 2021"
Ford Figo 2017,Ford ,Figo ,2017,Automatic,"78,000",24000," Mar 17, 2021"
Toyota Yaris  1.5L S (CVT) 2009,Toyota ,Yaris ,2009,CVT,"200,000",14000," Mar 17, 2021"
Hyundai Elantra  1.6L 2011,Hyundai ,Elantra ,2011,Automatic,"25,800",17500," Mar 17, 2021"
Mercedes-Benz E-Class 2019,,,2019,Automatic,"17,000",180000," Mar 17, 2021"
BMW X5  40i xDrive 2019,BMW ,,2019,Automatic,"17,488",319000," Mar 15, 2021"
Ford Explorer  3.5L V6 XLT 2010,Ford ,Explorer ,2010,Automatic,"110,000",25000," Mar 15, 2021"
Subaru Legacy  2.5i Premium 2011,Subaru ,Legacy ,2011,Automatic,"220,000",24000," Mar 15, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Hyundai Elantra 2019,Hyundai ,Elantra ,2019,NA,"79,000",49000," Mar 15, 2021"
Ford Expedition 2010,Ford ,Expedition ,2010,NA,"293,000",35000," Mar 15, 2021"
Hyundai H1 2017,Hyundai ,,2017,NA,"96,000",50000," Mar 15, 2021"
Chevrolet Malibu  2.0L LT 2016,Chevrolet ,Malibu ,2016,Automatic,"130,000",40000," Mar 15, 2021"
Renault Fluence 2013,Renault ,Fluence ,2013,NA,"231,000",14000," Mar 15, 2021"
Toyota Camry 2007,Toyota ,Camry ,2007,NA,"200,000",16000," Mar 15, 2021"
Fiat Linea 2013,Fiat ,Linea ,2013,NA,"105,000",19000," Mar 15, 2021"
Toyota Land Cruiser 2011,Toyota ,Land ,2011,NA,"500,000",80000," Mar 15, 2021"
Hyundai Tucson 2016,Hyundai ,Tucson ,2016,NA,"219,000",46000," Mar 15, 2021"
Hyundai Accent 2016,Hyundai ,Accent ,2016,NA,"87,600",24000," Mar 15, 2021"
Toyota Corolla  1.6L GLI 2014,Toyota ,Corolla ,2014,Automatic,"161,500",35000," Mar 15, 2021"
Dodge Durango 2014,Dodge ,Durango ,2014,NA,"72,000",45000," Mar 15, 2021"
Toyota Corolla 2016,Toyota ,Corolla ,2016,NA,"74,000",46000," Mar 15, 2021"
Honda Civic 2017,Honda ,Civic ,2017,NA,"77,000",45000," Mar 15, 2021"
Toyota Corolla 2008,Toyota ,Corolla ,2008,NA,"300,000",14500," Mar 15, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
BMW 7 Series  740i 2011,BMW ,,2011,Automatic,"146,000",60000," Mar 15, 2021"
Chevrolet Cruze 2014,Chevrolet ,Cruze ,2014,NA,"189,000",25000," Mar 15, 2021"
Chevrolet Trailblazer 2006,Chevrolet ,Trailblazer ,2006,NA,"207,000",13500," Mar 15, 2021"
Toyota Rav4 2011,Toyota ,,2011,NA,"189,900",36000," Mar 15, 2021"
Mercedes-Benz S Class Cabriolet  S 500 Cabriolet 2015,,,2015,Automatic,"145,000",30000," Mar 15, 2021"
Toyota Camry 2008,Toyota ,Camry ,2008,NA,"395,760",15000," Mar 15, 2021"
BMW 7 Series  730i 2003,BMW ,,2003,Automatic,"199,000",16000," Mar 15, 2021"
Hyundai Tucson 2015,Hyundai ,Tucson ,2015,NA,"182,000",40500," Mar 15, 2021"
Kia Rio 2011,Kia ,Rio ,2011,NA,"97,000",13000," Mar 15, 2021"
MG 3  1.3L 2015,MG ,,2015,Automatic,"153,000",18000," Mar 15, 2021"
BMW 7 Series  740i 2005,BMW ,,2005,Automatic,"300,000",20000," Mar 15, 2021"
Chevrolet Lumina  SS 2006,Chevrolet ,Lumina ,2006,Automatic,"460,000",5500," Mar 15, 2021"
Kia Sorento 2006,Kia ,Sorento ,2006,NA,"290,000",14000," Mar 15, 2021"
Changan CS95  2.0T Classic (7-Seater) FWD 2019,Changan ,,2019,Automatic,"28,000",75000," Mar 15, 2021"
Chevrolet Malibu  2.0L LTZ 2011,Chevrolet ,Malibu ,2011,Automatic,"210,000",12000," Mar 15, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Hyundai Accent 2016,Hyundai ,Accent ,2016,NA,"195,000",21500," Mar 15, 2021"
Kia Cerato 2014,Kia ,Cerato ,2014,NA,"1,318",22500," Mar 15, 2021"
Honda City  1.5L DX 2020,Honda ,City ,2020,CVT,"13,000",40000," Mar 15, 2021"
Toyota Yaris  1.3L SE 2013,Toyota ,Yaris ,2013,Automatic,"181,000",17000," Mar 15, 2021"
Toyota Corolla 2001,Toyota ,Corolla ,2001,NA,"48,000",9500," Mar 15, 2021"
Toyota Yaris  1.3L SE 2016,Toyota ,Yaris ,2016,Automatic,"168,000",24500," Mar 15, 2021"
Toyota Hilux 2012,Toyota ,Hilux ,2012,NA,"532,060",36000," Mar 15, 2021"
Hyundai Sonata  2.5L GDI 8AT Full option 2014,Hyundai ,Sonata ,2014,Automatic,"300,000",23000," Mar 15, 2021"
Land Rover LR2 2009,Land ,Rover ,2009,Automatic,"130,000",25000," Mar 15, 2021"
Chevrolet Tahoe  LS 2WD 2020,Chevrolet ,Tahoe ,2020,Automatic,"61,000",145000," Mar 14, 2021"
Jeep Liberty 2010,Jeep ,Liberty ,2010,Automatic,,21000," Mar 14, 2021"
Toyota Fortuner  2.7L 2011,Toyota ,Fortuner ,2011,Automatic,"228,000",75000," Mar 13, 2021"
Hyundai Elantra 2014,Hyundai ,Elantra ,2014,Automatic,,27000," Mar 13, 2021"
Chevrolet Tahoe  LS 2015,Chevrolet ,Tahoe ,2015,Automatic,"108,000",115000," Mar 13, 2021"
Chevrolet Tahoe  LS 2015,Chevrolet ,Tahoe ,2015,Automatic,"108,000",115000," Mar 13, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
Mitsubishi Pajero  3.0L GL 5 Door 2005,Mitsubishi ,Pajero ,2005,Automatic,"277,000",13000," Mar 12, 2021"
Chevrolet Trailblazer LT 4WD 2008,Chevrolet ,Trailblazer ,2008,Automatic,"255,000",12500," Mar 12, 2021"
Ford Focus  1.6L  Ambiente 2010,Ford ,Focus ,2010,Automatic,"287,700",12500," Mar 12, 2021"
Ford Taurus  3.5L FWD 2010,Ford ,Taurus ,2010,Automatic,,29000," Mar 11, 2021"
Land Rover Discovery Sport  SE 2016,Land ,Rover ,2016,Automatic,"45,980",115000," Mar 11, 2021"
Hyundai Elantra 2014,Hyundai ,Elantra ,2014,Automatic,"111,000",30000," Mar 11, 2021"
Mercedes-Benz A-class Sedan  200 2019,,,2019,Automatic,"19,000",155000," Mar 11, 2021"
Mercedes-Benz CLA-Class  CLA 250 2016,,,2016,Automatic,"110,000",105000," Mar 10, 2021"
Nissan Sentra  1.6L S 2016,Nissan ,Sentra ,2016,Automatic,"102,000",36998," Mar 10, 2021"
Hyundai Genesis Coupe  3.8L 2010,Hyundai ,Genesis ,2010,Automatic,"95,500",35000," Mar 10, 2021"
Hyundai Genesis Coupe  3.8L 2010,Hyundai ,Genesis ,2010,Automatic,"95,500",35000," Mar 10, 2021"
Toyota Yaris  1.5L S (CVT) 2020,Toyota ,Yaris ,2020,Automatic,"14,000",46500," Mar 10, 2021"
Toyota Yaris Sedan  1.5L YX (CVT) 2020,Toyota ,Yaris ,2020,Automatic,"14,000",46000," Mar 10, 2021"
Chevrolet Traverse  3.6L LS (FWD) 2013,Chevrolet ,Traverse ,2013,Automatic,"189,000",32000," Mar 09, 2021"
Kia Sportage 1.6L Base FWD 2019,Kia ,Sportage ,2019,Automatic,"44,000",70000," Mar 09, 2021"
nan,,,,nan,,0,nan
nan,,,,nan,,0,nan
